,Video,BLEU,ROUGE-1,ROUGE-2,ROUGE-L
0,video_01.mp4,4.450019215777343e-79,0.24269662921348317,0.02252252252252252,0.1101123595505618
1,video_02.mp4,2.028977085146494e-155,0.20705882352941177,0.014184397163120567,0.13176470588235292
2,video_03.mp4,2.8304544537883557e-155,0.2683982683982684,0.017391304347826087,0.12554112554112554
3,video_04.mp4,5.872772765467055e-79,0.22647058823529412,0.029498525073746316,0.09705882352941178
4,video_05.mp4,3.146366935618187e-155,0.24148606811145512,0.012461059190031152,0.09287925696594429
5,video_06.mp4,2.634403194075952e-155,0.20313942751615882,0.02035152636447734,0.10526315789473685
6,video_07.mp4,2.0863131272178837e-155,0.17807089859851608,0.016515276630883566,0.08408903544929924
7,video_08.mp4,1.958548010911933e-155,0.146503884572697,0.006674082313681868,0.08213096559378469
